isbn13,isbn10,title,author,publisher,description
9780593548981,,WITCHCRAFT FOR WAYWARD GIRLS,Grady Hendrix,Berkley,"In 1970, a pregnant teenager, who is placed under watchful eyes at a home in Florida, comes across an occult book."
9781250337788,,BEAUTIFUL UGLY,Alice Feeney,Flatiron,"An author travels to a Scottish island, where he sees a woman who bears an uncanny resemblance to his missing wife."
9780593595459,,WE DO NOT PART,Han Kang,Hogarth,A woman encounters dangers when she travels to Jeju Island to save her injured friend’s pet bird; translated by e. yaewon and Paige Aniyah Morris.
9781538706367,,PRESUMED GUILTY,Scott Turow,Grand Central,"The third book in the Presumed Innocent series. A retired judge is asked to come to the defense of his fiancée’s son, who is accused of first-degree murder."
9781250278234,,DESPERATION IN DEATH,J.D. Robb,St. Martin's,The 55th book of the In Death series. Eve Dallas is reminded of her past as she investigates a possible sex trafficking ring.
9780593158685,,CARRIE SOTO IS BACK,Taylor Jenkins Reid,Ballantine,A tennis player comes out of retirement and trains with her father to defend her record.
9780593496473,,ALL GOOD PEOPLE HERE,Ashley Flowers with Alex Kiester,Bantam,A journalist who returns to her hometown vows to find a missing girl and solve a 20-year-old cold case.
9780593320624,,THE MARRIAGE PORTRAIT,Maggie O'Farrell,Knopf,"In 1550s Florence, the future of the third daughter of the grand duke seems uncertain after she is thrust into a marriage."
9781538719848,,THE 6:20 MAN,David Baldacci,Grand Central,"When his ex-girlfriend turns up dead in his office building, an entry-level investment analyst delves into the halls of economic power."
9780593540640,,CLIVE CUSSLER'S HELLBURNER,Mike Maden,Putnam,The 16th book in the Oregon Files series. A criminal syndicate has a torpedo that could obliterate entire cities.
9780593297285,,HELL AND BACK,Craig Johnson,Viking,The 18th book in the Longmire series. Sheriff Longmire finds an adversary in himself.
9780593200681,,KILLERS OF A CERTAIN AGE,Deanna Raybourn,Berkley,Four women who spent 40 years working as assassins have targets on their backs as they enter retirement.
9780316413039,,THE INK BLACK HEART,Robert Galbraith,Mulholland,"The sixth book in the Cormoran Strike series. When a cartoonist is murdered, Cormoran and Robin go after a mysterious online figure known as Anomie."
9781250019868,,OTHER BIRDS,Sarah Addison Allen,St. Martin's,"When she takes over her deceased mother’s apartment, Zoey has strange encounters with her new neighbors."
9781250204530,,THE RISING TIDE,Ann Cleeves,Minotaur,The 10th book in the Vera Stanhope series. A member of a group of friends is found hanged after being fired because of potential misconduct.
9780399590597,,THE WATER DANCER,Ta-Nehisi Coates,One World,A young man who was gifted with a mysterious power becomes part of a war between slavers and the enslaved.
9781982110567,,THE INSTITUTE,Stephen King,Scribner,Children with special talents are abducted and sequestered in an institution where the sinister staff seeks to extract their gifts through harsh methods.
9780062963673,,THE DUTCH HOUSE,Ann Patchett,Harper,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.
9780525536611,,BLOODY GENIUS,John Sandford,Putnam,The 12th book in the Virgil Flowers series. A fight between university departments turns deadly.
9780385543781,,THE TESTAMENTS,Margaret Atwood,Nan A. Talese/Doubleday,"In a sequel to “The Handmaid’s Tale,” old secrets bring three women together as the Republic of Gilead’s theocratic regime shows signs of decay."
9781501190629,,VINCE FLYNN: LETHAL AGENT,Kyle Mills,Emily Bestler/Atria,"Mexican cartels, ISIS and a possible pandemic bring Mitch Rapp back into action."
9781250265708,,CILKA'S JOURNEY,Heather Morris,St. Martin's,"A 16-year-old, who sleeps with a concentration camp commandant in order to survive, is sentenced to a Siberian prison camp where she cares for the ill."
9780062200679,,FULL THROTTLE,Joe Hill,Morrow,A collection of short stories including two written with Stephen King: “Throttle” and “In the Tall Grass.”
9781538731338,,IMAGINARY FRIEND,Stephen Chbosky,Grand Central,"After disappearing for six days, a boy emerges from the woods with a voice in his head that sends him on a mission."
9780399181399,,A MRS. MIRACLE CHRISTMAS,Debbie Macomber,Ballantine,A visitor helps the McCullough family beyond expectation during the holiday season.
9780451494344,,THE GIRL WHO LIVED TWICE,David Lagercrantz,Knopf,Mikael Blomkvist helps Lisbeth Salander put her past behind her in the latest installment of Stieg Larsson's Millennium series.
9781629996295,,THE ORACLE,Jonathan Cahn,Front Line,A traveler discovers mysteries hidden behind seven locked doors.
9780525535270,,RED AT THE BONE,Jacqueline Woodson,Riverhead,The long-lasting decisions young people make are explored through the history of a Brooklyn teenager’s family.
9780525656159,,THE SECRETS WE KEPT,Lara Prescott,Knopf,"During the Cold War, members of the C.I.A.’s typing pool aid its mission to smuggle the banned book “Doctor Zhivago” behind the Iron Curtain."
9780316420266,,THE 18TH ABDUCTION,James Patterson and Maxine Paetro,"Little, Brown",The 18th book in the Women's Murder Club series. Lindsay Boxer investigates the disappearance of three female teachers.
9781538761410,,REDEMPTION,David Baldacci,Grand Central,The fifth book in the Memory Man series. The first man Amos Decker put behind bars asks to have his name cleared.
9780525536581,,NEON PREY,John Sandford,Putnam,The 29th book in the Prey series. Lucas Davenport goes after a serial killer.
9781524796372,,LOST ROSES,Martha Hall Kelly,Ballantine,"In 1914, the New York socialite Eliza Ferriday works to help White Russian families escape from the revolution."
9781984822178,,NORMAL PEOPLE,Sally Rooney,Hogarth,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.
9781250301697,,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.
9780062699763,,A WOMAN IS NO MAN,Etaf Rum,Harper,"A Palestinian-American teenager, much like her mother before her, faces the prospect of an arranged marriage."
9781524796280,,FIRE AND BLOOD,George R.R. Martin,Bantam,"Set 300 years before the events of “A Game of Thrones,” this is the first volume of the two-part history of the Targaryens in Westeros."
9780525539643,,SOMEONE KNOWS,Lisa Scottoline,Putnam,A dark secret emerges when Allie Garvey returns home to attend a childhood friend’s funeral.
9780316556347,,CIRCE,Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals."
9781524798628,,DAISY JONES & THE SIX,Taylor Jenkins Reid,Ballantine,A fictional oral history charting the rise and fall of a ’70s rock ’n’ roll band.
9781538748466,,RUN AWAY,Harlan Coben,Grand Central,A family is torn apart when the daughter becomes addicted to drugs and goes missing.
9780735218994,,CELTIC EMPIRE,Clive Cussler and Dirk Cussler,Putnam,The 25th book in the Dirk Pitt series.
9780316519106,,MIRACLE AT ST. ANDREWS,James Patterson and Peter de Jonge,"Little, Brown",A former professional golfer visits the course in Scotland.
9781538750148,,CARI MORA,Thomas Harris,Grand Central,"Hans-Peter Schneider pauses his ghastly deeds to seek a dead man’s gold hidden under a Miami mansion, but its caretaker’s surprising skills prove daunting."
9781250110251,,THE GUEST BOOK,Sarah Blake,Flatiron,Evie Milton uncovers a story going back a couple generations that may shatter a family myth.
9781250126108,,SUNSET BEACH,Mary Kay Andrews,St. Martin's,Drue Campbell inherits a run-down beach bungalow and takes a job at her estranged father’s personal injury attorney office.
9780399179327,,BLESSING IN DISGUISE,Danielle Steel,Delacorte,Isabelle McAvoy faces challenges as she raises three daughters from three separate fathers on her own.
9780525484707,,THE NIGHT WINDOW,Dean Koontz,Bantam,"The fifth book in the Jane Hawk series. The former F.B.I. agent pursues a slew of bad guys, including a Vegas mob boss."
9780525536642,,THE BIG KAHUNA,Janet Evanovich and Peter Evanovich,Putnam,The sixth book in the Fox and O’Hare series. An F.B.I. agent teams up with a con man to search for a Silicon Valley billionaire.
9781101947883,,EXHALATION,Ted Chiang,Knopf,Nine short stories including “The Lifecycle of Software Objects” and “Anxiety Is the Dizziness of Freedom.”
9780805096606,,THE MIRROR & THE LIGHT,Hilary Mantel,Holt,"The third book in the Wolf Hall trilogy. After Anne Boleyn’s execution, Thomas Cromwell’s enemies assemble."
9780593083086,,JOURNEY OF THE PHARAOHS,Clive Cussler and Graham Brown,Putnam,The 17th book of the NUMA Files series. The NUMA squad teams with British MI5 to stop arms dealers from stealing ancient relics.
9781250237279,,A GOOD NEIGHBORHOOD,Therese Anne Fowler,St. Martin's,A property line and a teenage romance strain relations between two North Carolina families.
9780062941503,,MY DARK VANESSA,Kate Elizabeth Russell,Morrow,A woman re-evaluates the relationship she had at age 15 with her 42-year-old English teacher 17 years ago.
9781635574043,,HOUSE OF EARTH AND BLOOD,Sarah J. Maas,Bloomsbury,Passion arises between Bryce Quinlan and Hunt Athalar as they seek to avenge the deaths of Bryce’s friends.
9780525538233,,LONG RANGE,C.J. Box,Putnam,The 20th book in the Joe Pickett series. A grizzly bear attack and an attempted assassination of a local judge baffle the Wyoming game warden.
9780316420334,,BLINDSIDE,James Patterson and James O. Born,"Little, Brown",The 12th book in the Michael Bennett series. A serial-killing spree might impact national security.
9780399179563,,THE NUMBERS GAME,Danielle Steel,Delacorte,An affair wrecks a marriage and a daughter seeks to get out from her family’s shadow while old dreams and new love are pursued.
9781982137441,,IN FIVE YEARS,Rebecca Serle,Atria,A Manhattan lawyer finds herself confronting a vision she had when elements of it come to life on schedule.
9780525541905,,SUCH A FUN AGE,Kiley Reid,Putnam,Tumult ensues when Alix Chamberlain’s babysitter is mistakenly accused of kidnapping her charge.
9780735216723,,DEACON KING KONG,James McBride,Riverhead,"In 1969, secrets in a South Brooklyn neighborhood are uncovered when a church deacon known as Sportcoat shoots a drug dealer in public."
9780316453301,,THE CHEF,James Patterson and Max DiLallo,"Little, Brown","Caleb Rooney, a police detective and celebrity food truck chef, must clear his name of murder allegations."
9781524742089,,NEVER TELL,Lisa Gardner,Dutton,D.D. Warren and Flora Dane investigate whether a pregnant woman shot and killed her husband.
9780735220171,,"BLACK LEOPARD, RED WOLF",Marlon James,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.
9781250314208,,AN ANONYMOUS GIRL,Greer Hendricks and Sarah Pekkanen,St. Martin's,Jessica Farris’s life unravels when she signs up for Dr. Shields’s psychology study.
9780451488947,,MISSION CRITICAL,Mark Greaney,Berkley,The eighth book in the Gray Man series. Court Gentry must track down assassins.
9781250201577,,CONNECTIONS IN DEATH,J.D. Robb,St. Martin's,Eve Dallas scours tattoo parlors and strip joints for clues to the cause of Lyle Pickering’s mysterious death.
9780385544153,,THE RECKONING,John Grisham,Doubleday,A decorated World War II veteran shoots and kills a pastor.
9780525618492,,THE WEDDING GUEST,Jonathan Kellerman,Ballantine,Milo Sturgis and Alex Delaware investigate the death of a stranger at a wedding reception.
9780062358202,,THE LAST ROMANTICS,Tara Conklin,Morrow,A family crisis tests the bonds and ideals of a renowned poet and her siblings.
9780525540007,,LOVE POEMS FOR MARRIED PEOPLE,John Kenney,Putnam,Humorous musings on the ways long-term partners tolerate each other.
9780399563249,,DEVOTIONS,Mary Oliver,Penguin Press,A collection of more than 200 poems spanning 50 years of the author’s career.
9780316556668,,TEXAS RANGER,James Patterson and Andrew Bourelle,"Little, Brown",Rory Yates's job and reputation are at risk when he is accused of killing his ex-wife.
9780062430274,,PIECES OF HER,Karin Slaughter,Morrow,"When a violent incident reveals her mother’s secret past, Andrea Oliver searches for clues to save her."
9781455572168,,TAILSPIN,Sandra Brown,Grand Central,A pilot navigates treacherous situations when he attempts to deliver a mysterious black box to a doctor in Georgia.
